1.0 0.0 15128.0 486629.6 501757.6
2.0 0.8 23328.0 488292.8 511620.8
3.0 0.8 28560.0 489958.4 518518.4
4.0 1.6 33792.0 491303.2 525095.2
5.0 2.8 39024.0 493124.0 532148.0
6.0 2.8 44256.0 494804.0 539060.0
7.0 4.0 49488.0 496393.6 545881.6
8.0 4.8 54720.0 498122.4 552842.4
9.0 5.2 59952.0 499860.8 559812.8
10.0 4.8 65184.0 501773.6 566957.6
11.0 6.8 70416.0 503932.0 574348.0
12.0 7.6 75648.0 505708.0 581356.0
13.0 8.0 80880.0 507822.4 588702.4
14.0 8.8 86112.0 510083.2 596195.2
15.0 10.0 91344.0 512149.6 603493.6
16.0 10.8 96576.0 514446.4 611022.4
17.0 12.0 101808.0 516872.8 618680.8
18.0 11.6 107040.0 519346.4 626386.4
19.0 12.4 112272.0 521702.4 633974.4
20.0 14.4 117504.0 524299.2 641803.2
21.0 15.6 122736.0 526872.0 649608.0
22.0 16.0 127968.0 529331.2 657299.2
23.0 16.8 133200.0 532259.2 665459.2
24.0 19.2 138432.0 534983.2 673415.2
25.0 20.0 143664.0 537828.8 681492.8
26.0 19.6 148896.0 540799.2 689695.2
27.0 23.2 154128.0 543726.4 697854.4
28.0 22.8 159360.0 546840.8 706200.8
29.0 24.0 164592.0 549860.8 714452.8
30.0 26.0 169824.0 553063.2 722887.2
31.0 25.6 175056.0 556268.8 731324.8
32.0 28.4 180288.0 559502.4 739790.4
33.0 30.4 185520.0 562925.6 748445.6
34.0 32.0 190752.0 566258.4 757010.4
35.0 32.0 195984.0 569974.4 765958.4
36.0 33.6 201216.0 573313.6 774529.6
37.0 37.2 206448.0 576942.4 783390.4
38.0 40.0 211680.0 580713.6 792393.6
39.0 40.4 216912.0 584395.2 801307.2
40.0 41.6 222144.0 588264.0 810408.0
41.0 44.8 227376.0 591987.2 819363.2
42.0 47.2 232608.0 595837.6 828445.6
43.0 47.6 237840.0 600073.6 837913.6
44.0 50.8 243072.0 604057.6 847129.6
45.0 52.8 248304.0 608112.0 856416.0
46.0 54.8 253536.0 612398.4 865934.4
47.0 56.8 258768.0 616716.8 875484.8
48.0 58.8 264000.0 620914.4 884914.4
49.0 61.6 269232.0 625297.6 894529.6
50.0 64.0 274464.0 629753.6 904217.6
51.0 64.8 279696.0 634485.6 914181.6
52.0 66.8 284928.0 638752.0 923680.0
53.0 70.8 290160.0 643564.0 933724.0
54.0 73.2 295392.0 648206.4 943598.4
55.0 74.0 300624.0 653064.0 953688.0
56.0 78.0 305856.0 657769.6 963625.6
57.0 81.2 311088.0 662744.0 973832.0
58.0 83.6 316320.0 667509.6 983829.6
59.0 89.2 321552.0 672727.2 994279.2
60.0 90.4 326784.0 677829.6 1004613.6
61.0 94.0 332016.0 682983.2 1014999.2
62.0 97.2 337248.0 688233.6 1025481.6
63.0 99.2 342480.0 693628.0 1036108.0
64.0 102.8 347712.0 698762.4 1046474.4
65.0 106.0 352944.0 704212.8 1057156.8
66.0 110.0 358176.0 709559.2 1067735.2
67.0 111.2 363408.0 715221.6 1078629.6
68.0 117.2 368640.0 720853.6 1089493.6
69.0 120.4 373872.0 726508.0 1100380.0
70.0 122.8 379104.0 732296.8 1111400.8
71.0 126.8 384336.0 737989.6 1122325.6
72.0 132.8 389568.0 743878.4 1133446.4
73.0 136.8 394800.0 749919.2 1144719.2
74.0 139.6 400032.0 755917.6 1155949.6
75.0 141.6 405264.0 761922.4 1167186.4
76.0 146.4 410496.0 767935.2 1178431.2
77.0 153.2 415728.0 774124.8 1189852.8
78.0 157.6 420960.0 780308.0 1201268.0
79.0 162.0 426192.0 786728.0 1212920.0
80.0 165.6 431424.0 793159.2 1224583.2
81.0 171.2 436656.0 799436.8 1236092.8
82.0 175.6 441888.0 805992.0 1247880.0
83.0 180.4 447120.0 812384.0 1259504.0
84.0 184.8 452352.0 819068.0 1271420.0
85.0 188.4 457584.0 825658.4 1283242.4
86.0 193.2 462816.0 832576.0 1295392.0
87.0 199.2 468048.0 839422.4 1307470.4
88.0 206.0 473280.0 846285.6 1319565.6
89.0 206.4 478512.0 853260.0 1331772.0
90.0 216.4 483744.0 860231.2 1343975.2
91.0 221.6 488976.0 867415.2 1356391.2
92.0 226.4 494208.0 874423.2 1368631.2
93.0 231.6 499440.0 881672.8 1381112.8
94.0 238.4 504672.0 888792.8 1393464.8
95.0 242.8 509904.0 896195.2 1406099.2
96.0 248.4 515136.0 903535.2 1418671.2
97.0 253.2 520368.0 911020.0 1431388.0
98.0 262.0 525600.0 918624.0 1444224.0
99.0 268.0 530832.0 926236.8 1457068.8
100.0 273.2 536064.0 933868.8 1469932.8
